Codigo_Accidente;Formulario;Longitud;Latitud;Direccion;Fecha_Acc;AA_Acc;MM_Acc;DD_Mes_Acc;Dia_Semana_Acc;Hora_Acc;Min_Acc;Localidad;Clase_Acc;Elemento_Choque;Tipo_Objeto_Fijo;Gravedad_Indicador_Tradicional;Gravedad_indicador_30d;Con_Bicicleta;Con_Carga;Con_Embriaguez;Con_Huecos;Con_Menores;Con_Moto;Con_Peaton;Con_Persona_Mayor;Con_Rutas;Con_Tpi;Con_Tpp;Con_Velocidad;Con_Sitp;Con_Troncal;Con_Alimentador;Con_Zonal;Con_Provisional;Con_Articulado;Con_Biarticulado;Con_Padron_Dual;
10594684;A001573892;-74,11879155;4,74800562;CL 142 - KR 147 A BIS 02;10/08/2023;2023;Agosto;10;jueves;16;15;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10594687;A001575062;-74,12173116;4,584601174;KR 27 - CL 38 A S 02;13/08/2023;2023;Agosto;13;domingo;8;45;ANTONIO NARIÑO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10594688;A001575377;-74,04895038;4,737924148;CL 153 - KR 45  02;18/08/2023;2023;Agosto;18;viernes;0;2;USAQUEN;Volcamiento;;;Con Muertos;Con Muertos;;;;;;SI;;;;;;;;;;;;;;;
10594694;A001573606;-74,08688811;4,609752977;CL 13 - KR 22  02;10/08/2023;2023;Agosto;10;jueves;12;56;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10594697;A001575061;-74,12194995;4,620372169;KR 60 - CL 2 C 02;10/08/2023;2023;Agosto;10;jueves;22;22;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10594965;A001575171;-74,14139016;4,67168838;CL 19 - KR 96 H 02;23/08/2023;2023;Agosto;23;miércoles;14;0;FONTIBON;Choque;Objeto Fijo;Poste;Solo Daños;Solo Daños;;SI;;;;;;;;;;;;;;;;;;;
10594972;A001575499;-74,10757333;4,557758708;KR 5 - CL 48 G S 02;20/08/2023;2023;Agosto;20;domingo;20;0;RAFAEL URIBE URIBE;Atropello;;;Con Heridos;Con Heridos;;;;;SI;;SI;;;;;;;;;;;;;;
10594973;A001575441;-74,11375848;4,614538584;CL 3 - KR 41 C 02;20/08/2023;2023;Agosto;20;domingo;7;10;PUENTE ARANDA;Choque;Objeto Fijo;Inmueble;Con Heridos;Con Heridos;;;;;SI;;;;;;;;;;;;;;;;
10595318;A001575093;-74,151296;4,679400418;CL 17 - KR 111  02;28/08/2023;2023;Agosto;28;lunes;6;20;FONTIBON;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10595323;A001575609;-74,06945387;4,639932798;KR 17 - CL 52  02;27/08/2023;2023;Agosto;27;domingo;13;20;TEUSAQUILLO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;SI;;SI;;;;;;;;;;;;;;
10595463;A001575533;-74,14010046;4,615939504;KR 75 - CL 35 A S 02;30/08/2023;2023;Agosto;30;miércoles;17;0;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10595350;A001575850;-74,14082868;4,554033044;CL 64 C S- KR 18 J 02;29/08/2023;2023;Agosto;29;martes;19;0;CIUDAD BOLIVAR;Choque;Objeto Fijo;Poste;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10595356;A001575885;-74,14533964;4,562133115;CL 64 S- KR 19 G 02;30/08/2023;2023;Agosto;30;miércoles;4;0;CIUDAD BOLIVAR;Choque;Vehículo;;Con Heridos;Con Heridos;;;SI;;;SI;;;;;;;;;;;;;;;
10595359;A001575709;-74,10201046;4,623438959;CL 13 - KR 43  02;28/08/2023;2023;Agosto;28;lunes;22;53;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10595365;A001575705;-74,12529234;4,705119173;KR 107 A - CL 170  02;29/08/2023;2023;Agosto;29;martes;15;30;ENGATIVA;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;SI;;;SI;;SI;;SI;;;;;;
10595443;A001571815;-74,14472727;4,563739995;CL 63 S- KR 20 B 02;03/09/2023;2023;Septiembre;3;domingo;6;0;TUNJUELITO;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10595548;A001575782;-74,08564893;4,569082038;KR 3 E- CL 22 S 02;31/08/2023;2023;Agosto;31;jueves;6;40;SAN CRISTOBAL;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10598354;A001604417;-74,09924207;4,604702953;KR 30 - CL 5  02;15/11/2023;2023;Noviembre;15;miércoles;15;37;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;;;;;;;;;;;;
10598310;A001613499;-74,10657685;4,657937752;CL 26 - KR 69  02;10/11/2023;2023;Noviembre;10;viernes;20;12;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10598313;A001604865;-74,09376724;4,710972941;AV AVENIDA CIUDAD DE CALI - CL 91  02;12/11/2023;2023;Noviembre;12;domingo;8;0;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10598315;A001604380;-74,09505374;4,687300612;AV AVENIDA BOYACA - CL 72  02;11/11/2023;2023;Noviembre;11;sábado;14;48;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;SI;;;SI;;;;;
10598316;A001613669;-74,10411326;4,576822314;CL 27 S- KR 12 H 02;10/11/2023;2023;Noviembre;10;viernes;16;30;RAFAEL URIBE URIBE;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;SI;;;;;;;;;;;
10598318;A001604893;-74,11447135;4,614473083;KR 50 - CL 3  02;13/11/2023;2023;Noviembre;13;lunes;5;57;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;SI;;SI;;;;;;;;;;;
10598319;A001574248;-74,12488575;4,726113495;CL 80 - KR 119  02;13/11/2023;2023;Noviembre;13;lunes;8;55;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;SI;;;;;;;;;;;;;
10598334;A001604421;-74,08561138;4,572760046;CL 17 A S- KR 3 E 02;13/11/2023;2023;Noviembre;13;lunes;17;30;SAN CRISTOBAL;Choque;Objeto Fijo;Inmueble;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10598348;A001604762;-74,09026799;4,549613187;TV 6 B E- CL 40 A S 35;14/11/2023;2023;Noviembre;14;martes;22;10;SAN CRISTOBAL;Choque;Objeto Fijo;Otro;Con Heridos;Con Heridos;;;;;SI;;;;;;;;;;;;;;;;
10598360;A001604744;-74,06583299;4,625959096;KR 7 - DG 40 A 02;15/11/2023;2023;Noviembre;15;miércoles;16;14;CHAPINERO;Choque;Objeto Fijo;Barandas;Solo Daños;Solo Daños;;;SI;;;;;;;;;;;;;;;;;;
10598368;A001613698;-74,0843868;4,605358271;KR 18 - CL 12  02;14/11/2023;2023;Noviembre;14;martes;12;53;LOS MARTIRES;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;SI;;SI;;;SI;;;;;
10598370;A001613516;-74,08558634;4,569374364;AV AVENIDA PRIMERO DE MAYO - KR 3 E 02;15/11/2023;2023;Noviembre;15;miércoles;7;10;SAN CRISTOBAL;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;SI;;SI;;;;;;;;;;;
10598374;A001613997;-74,14624092;4,556287748;CL 66 BIS S- KR 18 Q 98;15/11/2023;2023;Noviembre;15;miércoles;1;40;CIUDAD BOLIVAR;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10598379;A001605021;-74,19367311;4,642819348;CL 55 S- KR 103  02;15/11/2023;2023;Noviembre;15;miércoles;21;39;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10599313;A001605398;-74,07835966;4,615293485;DG 22 C BIS - KR 18 B 02;07/12/2023;2023;Diciembre;7;jueves;14;20;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10600151;A001606212;-74,07883612;4,642625972;KR 30 - CL 53  02;28/12/2023;2023;Diciembre;28;jueves;13;30;TEUSAQUILLO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;SI;;;SI;;;;;
10600152;A001606613;-74,11516128;4,713259218;KR 104 - CL 80  02;29/12/2023;2023;Diciembre;29;viernes;22;0;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10590467;A001570146;-74,11462215;4,604635817;CL 9 S- KR 38 C 02;28/04/2023;2023;Abril;28;viernes;4;9;PUENTE ARANDA;Choque;Objeto Fijo;Vehiculo estacionado;Solo Daños;Solo Daños;;;SI;;;;;;;;;;;;;;;;;;
10590468;A001569839;-74,07396254;4,710820549;CL 127 - KR 70 d 02;28/04/2023;2023;Abril;28;viernes;20;19;SUBA;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;SI;;;SI;;;;;
10590470;A001569449;-74,17261342;4,677708708;CL 13 - KR 123  02;27/04/2023;2023;Abril;27;jueves;19;9;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;;;;;;;;;
10590471;A001570094;-74,10349635;4,600737767;KR 30 - CL 1 F 02;27/04/2023;2023;Abril;27;jueves;14;0;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10590472;A001570093;-74,07736091;4,62210459;CL 26 - KR 24  02;28/04/2023;2023;Abril;28;viernes;5;30;TEUSAQUILLO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10590473;A001569514;-74,1174653;4,600160277;AV AVENIDA PRIMERO DE MAYO - KR 39 S 02;28/04/2023;2023;Abril;28;viernes;20;23;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10590479;A001570164;-74,12316767;4,693902973;CL 63 - KR 98  02;28/04/2023;2023;Abril;28;viernes;8;0;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10590486;A001570062;-74,1042417;4,71306868;KR 95 C - CL 86  02;27/04/2023;2023;Abril;27;jueves;16;33;ENGATIVA;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;SI;;;;;;;;;;;;;
10590489;A001570023;-74,12724463;4,56165985;KR 12 D - CL 54 S 02;28/04/2023;2023;Abril;28;viernes;14;0;TUNJUELITO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10590503;A001569660;-74,03707229;4,727483139;CL 147 - KR 13  02;27/04/2023;2023;Abril;27;jueves;22;30;USAQUEN;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;SI;;;;;;;;;;;;;
10591821;A001570579;-74,13580209;4,693669343;AC 26 - KR 113  02;01/06/2023;2023;Junio;1;jueves;20;8;FONTIBON;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;;;SI;;;;;;;;;;;
10591823;A001571483;-74,07437981;4,607553405;CL 19 - KR 12  02;01/06/2023;2023;Junio;1;jueves;16;30;ANTONIO NARIÑO;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10589310;A001568725;-74,06676022;4,660710459;CL 71 - KR 22  02;28/03/2023;2023;Marzo;28;martes;16;30;BARRIOS UNIDOS;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10589621;A001569137;-74,16097609;4,636674939;KR 86 - CL 34  02;03/04/2023;2023;Abril;3;lunes;22;39;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;SI;SI;;;;SI;;;
10589622;A001569275;-74,18314723;4,596743448;KR 77 - CL 65 C S 02;08/04/2023;2023;Abril;8;sábado;10;0;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;;;;;;;;;
10589630;A001568926;-74,10940558;4,58149969;CL 28 S- KR 21 A 02;06/04/2023;2023;Abril;6;jueves;13;35;RAFAEL URIBE URIBE;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;SI;;;;;;;;;;;
10589633;A001569332;-74,05417134;4,707044737;KR 45 - CL 127  02;06/04/2023;2023;Abril;6;jueves;5;0;USAQUEN;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;;;;;;;;;;;
10589649;A001569102;-74,1423857;4,709196035;CL 63 B - KR 116  02;05/04/2023;2023;Abril;5;miércoles;20;45;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;;;SI;;;;;;;;;;;
10589654;A001568983;-74,17041867;4,638462479;KR 89 B - CL 40 B S 02;05/04/2023;2023;Abril;5;miércoles;22;16;KENNEDY;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;SI;;;;;;;;;;;
10589672;A001568409;-74,07884626;4,582460317;KR 3 - CL 1  02;05/04/2023;2023;Abril;5;miércoles;6;10;SANTA FE;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10589675;A001569351;-74,06522659;4,689227285;AV AVENIDA TRANSVERSAL DE SUBA - CL 100  02;07/04/2023;2023;Abril;7;viernes;19;0;BARRIOS UNIDOS;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;SI;;;;;;;;;;;;;
10589677;A001568925;-74,08892391;4,550660112;KR 8 E- CL 39 S 02;05/04/2023;2023;Abril;5;miércoles;19;10;SAN CRISTOBAL;Atropello;;;Con Heridos;Con Heridos;;;;;SI;;SI;;;;SI;;SI;;SI;;;;;;
10589692;A001568494;-74,0974543;4,689327688;KR 72 - CL 74 A 02;06/04/2023;2023;Abril;6;jueves;9;40;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10589693;A001569437;-74,18899608;4,604103085;TV 78 L - DG 68 A S 02;09/04/2023;2023;Abril;9;domingo;21;30;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;SI;SI;;;;;;;;;;;;;;;
10589698;A001569056;-74,10150009;4,622964693;CL 13 - KR 42 B 02;09/04/2023;2023;Abril;9;domingo;14;22;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;;;;;;;;;;;;
10589701;A001568311;-74,10320089;4,594077026;KR 27 - CL 11 S 02;09/04/2023;2023;Abril;9;domingo;9;50;ANTONIO NARIÑO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;;;;;;;;;;;;
10589720;A001569503;-74,14719016;4,539951118;KR 18 G - DG 78  02;10/04/2023;2023;Abril;10;lunes;7;30;CIUDAD BOLIVAR;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;SI;;;SI;;;;;
10589721;A001568751;-74,12640074;4,59725693;KR 50 A - CL 38 A S 02;06/04/2023;2023;Abril;6;jueves;15;2;PUENTE ARANDA;Choque;Vehículo;;Solo Daños;Solo Daños;;;SI;;;;;;;;;;;;;;;;;;
10589733;A001569267;-74,07086239;4,610412394;KR 9 - CL 24  02;10/04/2023;2023;Abril;10;lunes;6;5;SANTA FE;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10589734;A001569362;-74,07938866;4,665654336;KR 54 - CL 67 A 02;07/04/2023;2023;Abril;7;viernes;19;50;BARRIOS UNIDOS;Choque;Vehículo;;Solo Daños;Solo Daños;;;SI;;;;;SI;;SI;;;;;;;;;;;
10589738;A001569321;-74,20810164;4,627712147;CL 80 S- KR 94  02;08/04/2023;2023;Abril;8;sábado;20;6;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10589739;A001569124;-74,11133741;4,709075252;CL 80 - KR 98  02;08/04/2023;2023;Abril;8;sábado;18;54;ENGATIVA;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10589874;A001569552;-74,18029718;4,606450314;CL 59 S- KR 78 L 02;13/04/2023;2023;Abril;13;jueves;22;0;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10589877;A001569376;-74,17753076;4,638553896;KR 91 C - CL 45 A 02;13/04/2023;2023;Abril;13;jueves;19;0;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10589878;A001569538;-74,18550509;4,617340728;CL 59 S- KR 83 B 02;13/04/2023;2023;Abril;13;jueves;13;50;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;SI;;;;;;;;;;;;;
10589885;A001568898;-74,11489037;4,505012349;KR 14 - CL 92 A 02;12/04/2023;2023;Abril;12;miércoles;19;50;USME;Atropello;;;Con Heridos;Con Heridos;;;;;SI;SI;SI;;;;;;;;;;;;;;
10589894;A001569138;-74,11573795;4,66168177;KR 72 - CL 24  02;12/04/2023;2023;Abril;12;miércoles;14;1;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;;SI;;;;;;;;;;;;;;;
10589895;A001569287;-74,03044371;4,697867114;KR 7 - CL 121  02;13/04/2023;2023;Abril;13;jueves;7;20;USAQUEN;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10589954;A001568978;-74,11716852;4,659637792;AV AVENIDA BOYACA - CL 23 C 02;14/04/2023;2023;Abril;14;viernes;2;6;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10589956;A001568326;-74,12210618;4,649944448;KR 69 F - CL 19  02;13/04/2023;2023;Abril;13;jueves;8;50;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10589965;A001569599;-74,10730092;4,627548955;CL 13 - KR 50  02;14/04/2023;2023;Abril;14;viernes;19;45;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10593742;A001573326;-74,19472377;4,637890797;KR 98 C - CL 57 B S 02;20/07/2023;2023;Julio;20;jueves;23;20;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;SI;SI;;;;;;;;;;;;;;;
10593749;A001573225;-74,10928154;4,572291127;CL 32 A S- KR 12 H 02;18/07/2023;2023;Julio;18;martes;10;17;RAFAEL URIBE URIBE;Choque;Objeto Fijo;Otro;Con Heridos;Con Heridos;;;;;;;SI;;;;SI;;SI;;;SI;;;;;
10593753;A001573090;-74,0891233;4,695498209;AV AVENIDA BOYACA - CL 80  02;21/07/2023;2023;Julio;21;viernes;0;30;ENGATIVA;Choque;Vehículo;;Con Muertos;Con Muertos;;;;;;SI;;;;;;;;;;;;;;;
10593754;A001573010;-74,06618948;4,691952521;AV AVENIDA TRANSVERSAL DE SUBA - CL 104  02;19/07/2023;2023;Julio;19;miércoles;10;21;SUBA;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;SI;;SI;;;;;;
10593756;A001573471;-74,03182904;4,738155481;KR 9 - CL 161  02;18/07/2023;2023;Julio;18;martes;14;58;USAQUEN;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;SI;;;SI;;;;;
10593758;A001573222;-74,04318809;4,696513265;CL 116 - KR 15  02;19/07/2023;2023;Julio;19;miércoles;18;50;USAQUEN;Atropello;;;Con Heridos;Con Heridos;;;;;SI;SI;SI;SI;;;;;;;;;;;;;
10593766;A001573451;-74,11719975;4,514971563;CL 74 C S- KR 14 A 02;20/07/2023;2023;Julio;20;jueves;20;30;USME;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10593767;A001573421;-74,19704508;4,63188344;CL 63 S- KR 94 A 02;19/07/2023;2023;Julio;19;miércoles;18;48;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10593772;A001573380;-74,14757463;4,609221892;KR 72 K - CL 39 B S 02;19/07/2023;2023;Julio;19;miércoles;8;42;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10593776;A001573477;-74,17981056;4,604641164;CL 59 S- KR 78 F 02;19/07/2023;2023;Julio;19;miércoles;11;30;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;SI;;SI;SI;;;;;;;;;;
10593777;A001573398;-74,08927528;4,600358121;AC 6 - KR 19  02;19/07/2023;2023;Julio;19;miércoles;7;47;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10593778;A001572899;-74,08117501;4,592815946;CL 6 - KR 9  02;18/07/2023;2023;Julio;18;martes;21;11;SANTA FE;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;SI;;SI;;;SI;;;;;
10593807;A001573396;-74,08267557;4,629139531;CL 26 - KR 32 A 02;20/07/2023;2023;Julio;20;jueves;16;0;TEUSAQUILLO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10593808;A001573583;-74,13785905;4,627915231;KR 72 - CL 5 S 02;21/07/2023;2023;Julio;21;viernes;6;30;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;SI;;;SI;;;;;
10593813;A001573436;-74,1413631;4,643334843;KR 79 - CL 10  02;21/07/2023;2023;Julio;21;viernes;19;13;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10593820;A001572732;-74,06398179;4,638582365;CL 52 - KR 9  02;19/07/2023;2023;Julio;19;miércoles;11;8;CHAPINERO;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10586751;A001519809;-74,10419373;4,616618575;CL 8 S- KR 40  02;28/01/2023;2023;Enero;28;sábado;0;20;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10587432;A001566901;-74,14401141;4,713566261;KR 123 - CL 63 F 02;11/02/2023;2023;Febrero;11;sábado;19;50;ENGATIVA;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;SI;;;;;;;;;;;;;
10587434;A001566969;-74,10337833;4,688724717;CL 69 A - KR 78  02;10/02/2023;2023;Febrero;10;viernes;16;30;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;;;;;;;;;
10587299;A001567049;-74,05918542;4,741672525;KR 56 - CL 159  02;09/02/2023;2023;Febrero;9;jueves;22;23;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10587305;A001566916;-74,12406761;4,624278334;AK 68 - CL 3 S 02;07/02/2023;2023;Febrero;7;martes;11;40;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10587306;A001567038;-74,16619867;4,578678407;TV 60 - DG 70 S 02;09/02/2023;2023;Febrero;9;jueves;15;30;CIUDAD BOLIVAR;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;;;;;;;;;;;;
10587307;A001519614;-74,12310353;4,626728078;KR 68 - CL 4 D 02;07/02/2023;2023;Febrero;7;martes;13;10;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10587416;A001567020;-74,15436278;4,616922481;TV 74 F - CL 40 F S 02;10/02/2023;2023;Febrero;10;viernes;20;5;KENNEDY;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;SI;;;SI;;;;;
10587493;A001567163;-74,13781138;4,61274823;KR 69 B - CL 35 S 02;13/02/2023;2023;Febrero;13;lunes;14;50;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;SI;;;;;;;;;;;;;
10587588;A001567096;-74,16080293;4,642202457;CL 2 - KR 88  02;13/02/2023;2023;Febrero;13;lunes;18;30;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10587589;A001567371;-74,13240804;4,580547579;CL 49 - KR 26  02;15/02/2023;2023;Febrero;15;miércoles;21;20;TEUSAQUILLO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10587644;A001567077;-74,14145486;4,610910001;KR 72 H - CL 37 D 02;14/02/2023;2023;Febrero;14;martes;14;20;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10587696;A001520110;-74,14968345;4,546803262;DG 71 B S- KR 18 J 02;16/02/2023;2023;Febrero;16;jueves;20;58;CIUDAD BOLIVAR;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;SI;;SI;;;;;;
10587699;A001519227;-74,16472045;4,61896591;AC 43 - KR 79 B 02;17/02/2023;2023;Febrero;17;viernes;7;10;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10587838;A001519524;-74,11960121;4,576034467;AV AVENIDA CARACAS - CL 40 S 02;20/02/2023;2023;Febrero;20;lunes;22;38;RAFAEL URIBE URIBE;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;SI;SI;;;;SI;;;
10587859;A001567269;-74,08079614;4,600613461;CL 10 - KR 12 A 02;20/02/2023;2023;Febrero;20;lunes;19;47;SANTA FE;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;SI;;;;;;;;;;;;;
10587868;A001520127;-74,21150354;4,609410764;CL 80 D S- KR 80 I 02;21/02/2023;2023;Febrero;21;martes;10;38;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10587879;A001567210;-74,09466722;4,681441881;KR 70 C - CL 69  02;17/02/2023;2023;Febrero;17;viernes;19;0;CIUDAD BOLIVAR;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10588105;A001567652;-74,06305341;4,638340542;KR 7 - CL 52  02;01/03/2023;2023;Marzo;1;miércoles;0;58;CHAPINERO;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;;;SI;;;;;;;;;;;
10588116;A001566904;-74,11202018;4,514756334;KR 8 D - CL 75 A S 02;18/02/2023;2023;Febrero;18;sábado;9;43;USME;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10588158;A001567440;-74,13012998;4,646100164;KR 72 - CL 12 B 02;27/02/2023;2023;Febrero;27;lunes;5;50;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
