Codigo_Accidente;Formulario;Longitud;Latitud;Direccion;Fecha_Acc;AA_Acc;MM_Acc;DD_Mes_Acc;Dia_Semana_Acc;Hora_Acc;Min_Acc;Localidad;Clase_Acc;Elemento_Choque;Tipo_Objeto_Fijo;Gravedad_Indicador_Tradicional;Gravedad_indicador_30d;Con_Bicicleta;Con_Carga;Con_Embriaguez;Con_Huecos;Con_Menores;Con_Moto;Con_Peaton;Con_Persona_Mayor;Con_Rutas;Con_Tpi;Con_Tpp;Con_Velocidad;Con_Sitp;Con_Troncal;Con_Alimentador;Con_Zonal;Con_Provisional;Con_Articulado;Con_Biarticulado;Con_Padron_Dual;
10597948;A001574955;-74,11997129;4,604623265;KR 50 - CL 18 S 02;04/11/2023;2023;Noviembre;4;sábado;13;34;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10597952;A001613650;-74,08872479;4,723458919;CL 129 - KR 89 B 02;04/11/2023;2023;Noviembre;4;sábado;23;24;SUBA;Atropello;;;Con Heridos;Con Heridos;;;;;SI;SI;SI;SI;;;;;;;;;;;;;
10598284;A001574528;-74,11338968;4,56049411;CL 48 B S- KR 9  02;10/11/2023;2023;Noviembre;10;viernes;19;0;RAFAEL URIBE URIBE;Choque;Objeto Fijo;Inmueble;Solo Daños;Solo Daños;;SI;SI;;;;;;;;;;;;;;;;;;
10598285;A001613805;-74,06710534;4,621427305;KR 7 - CL 34  02;11/11/2023;2023;Noviembre;11;sábado;17;58;SANTA FE;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;SI;;;;;;;;;;;;;
10598287;A001604368;-74,08458556;4,568835087;CL 22 - KR 90 E 02;14/11/2023;2023;Noviembre;14;martes;10;4;SAN CRISTOBAL;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10598289;A001613585;-74,07561654;4,60573478;CL 17 - KR 12  02;13/11/2023;2023;Noviembre;13;lunes;16;5;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10598290;A001613418;-74,06873505;4,632659057;CL 45 - KR 15  02;10/11/2023;2023;Noviembre;10;viernes;14;20;TEUSAQUILLO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10587605;A001567140;-74,1082597;4,627223138;AV AVENIDA DE LAS AMERICAS - KR 52  02;15/02/2023;2023;Febrero;15;miércoles;23;28;PUENTE ARANDA;Choque;;;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10587591;A001567044;-74,10252145;4,564495046;KR 8 - CL 35 B S 02;14/02/2023;2023;Febrero;14;martes;18;0;SAN CRISTOBAL;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;SI;;;;;;;;;;;;;;;
10587612;A001519999;-74,1034698;4,675289907;CL 63 B - KR 72  02;15/02/2023;2023;Febrero;15;miércoles;18;0;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10587609;A001567311;-74,11302795;4,651213393;KR 68 D - CL 22 B 02;14/02/2023;2023;Febrero;14;martes;18;3;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;;SI;;;;;;;;;;;;;;;
10587610;A001567274;-74,10406809;4,694319979;CL 72 - KR 83  02;15/02/2023;2023;Febrero;15;miércoles;7;55;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;SI;;;;;;;;;;;;;
10587613;A001567275;-74,11973975;4,679058756;KR 86 - CL 26  02;15/02/2023;2023;Febrero;15;miércoles;10;56;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;;SI;;;;;;;;;;;;;;;
10587614;A001566832;-74,1561273;4,670727609;KR 106 - CL 15  02;15/02/2023;2023;Febrero;15;miércoles;18;3;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;SI;SI;;;;;;;;;;;;;;;;;;;
10587615;A001566854;-74,09561821;4,649993499;KR 60 - CL 44  02;14/02/2023;2023;Febrero;14;martes;6;40;TEUSAQUILLO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;SI;SI;;;;;;;;;;;;;;;
10587616;A001567323;-74,0841013;4,631525892;CL 26 S- KR 35  02;14/02/2023;2023;Febrero;14;martes;14;40;PUENTE ARANDA;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;;;;;;;;;;;
10588312;A001568050;-74,11907657;4,628413016;AV AVENIDA DE LAS AMERICAS - KR 65  02;04/03/2023;2023;Marzo;4;sábado;7;20;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10588334;A001567393;-74,20497809;4,633485227;CL 73 S- KR 98 B 02;03/03/2023;2023;Marzo;3;viernes;13;40;BOSA;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;SI;;;SI;;SI;;;SI;;;;;
10588644;A001567817;-74,12250785;4,476416863;KR 14 - CL 135 A S 02;12/03/2023;2023;Marzo;12;domingo;8;30;USME;Choque;Objeto Fijo;Otro;Con Heridos;Con Heridos;;;;;;;;;;SI;;;;;;;;;;;
10588650;A001567215;-74,15484204;4,57585364;KR 47 - CL 68 S 02;10/03/2023;2023;Marzo;10;viernes;17;20;CIUDAD BOLIVAR;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;SI;;;;;;;;;;;;;
10588651;A001567468;-74,09852609;4,583305356;AV AVENIDA CARACAS - CL 17 S 02;11/03/2023;2023;Marzo;11;sábado;21;40;ANTONIO NARIÑO;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10588808;A001568464;-74,07676433;4,660300101;KR 30 - CL 65  02;14/03/2023;2023;Marzo;14;martes;8;50;BARRIOS UNIDOS;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;SI;;;SI;;;;;
10588819;A001568127;-74,07720424;4,642496038;KR 28 - CL 53  02;15/03/2023;2023;Marzo;15;miércoles;16;30;TEUSAQUILLO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10589008;A001568669;-74,15499284;4,576088438;CL 68 S- KR 47 A 02;20/03/2023;2023;Marzo;20;lunes;9;22;CIUDAD BOLIVAR;Choque;Vehículo;;Solo Daños;Solo Daños;;;SI;;;SI;;;;;;;;;;;;;;;
10589009;A001568678;-74,12479748;4,646720163;CL 17 - KR 69 F 02;20/03/2023;2023;Marzo;20;lunes;20;20;FONTIBON;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;;;;SI;;SI;;;SI;;;;;
10589013;A001567615;-74,15742503;4,580557879;KR 51 - CL 68 S 02;21/03/2023;2023;Marzo;21;martes;0;40;CIUDAD BOLIVAR;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10589015;A001568699;-74,12036231;4,518673626;KR 14 L - CL 73 S 02;21/03/2023;2023;Marzo;21;martes;15;22;USME;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;SI;;;;;;;;;;;;;
10589019;A001568564;-74,06605043;4,664847074;KR 24 - CL 74  02;21/03/2023;2023;Marzo;21;martes;19;0;BARRIOS UNIDOS;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10589021;A001568380;-74,07014155;4,620263418;AV AVENIDA CARACAS - CL 32  02;17/03/2023;2023;Marzo;17;viernes;21;50;SANTA FE;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10589192;A001568578;-74,13410962;4,676356773;CL 23 F - KR 96 G 02;24/03/2023;2023;Marzo;24;viernes;6;57;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10589202;A001566851;-74,06523196;4,689505301;TV 60 - AC 100  02;24/03/2023;2023;Marzo;24;viernes;23;32;CHAPINERO;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;;;;;;;;;;;
10589205;A001568950;-74,07460526;4,726079749;AV AVENIDA TRANSVERSAL DE SUBA - CL 133  02;24/03/2023;2023;Marzo;24;viernes;20;37;SUBA;Choque;Vehículo;;Solo Daños;Solo Daños;;;SI;;;;;;;;;;;;;;;;;;
10589427;A001519465;-74,10268559;4,59762007;CL 1 B - KR 28  02;31/03/2023;2023;Marzo;31;viernes;19;11;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;;;;;;;;;;;;
10589430;A001567763;-74,09801153;4,606961804;KR 30 - CL 6  02;30/03/2023;2023;Marzo;30;jueves;12;0;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;;;;;;;;;;;;
10590191;A001569861;-74,15750531;4,580461151;KR 51 - CL 68 S 02;20/04/2023;2023;Abril;20;jueves;6;0;CIUDAD BOLIVAR;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10590197;A001569680;-74,14079782;4,630514777;AV AVENIDA DE LAS AMERICAS - KR 73  02;20/04/2023;2023;Abril;20;jueves;11;21;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10590242;A001569846;-74,06656084;4,615758828;KR 5 - CL 30  02;20/04/2023;2023;Abril;20;jueves;15;35;SANTA FE;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;;;;;;;;;;;;
10590249;A001569815;-74,1532974;4,643442941;KR 86 - CL 6 D 02;21/04/2023;2023;Abril;21;viernes;20;30;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10590255;A001569811;-74,06643177;4,623266767;KR 7 - CL 37  02;21/04/2023;2023;Abril;21;viernes;17;33;SANTA FE;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;SI;;;SI;;SI;;;SI;;;;;
10590260;A001569431;-74,14772148;4,625383377;CL 26 S- KR 78 B 02;21/04/2023;2023;Abril;21;viernes;7;30;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10590264;A001569966;-74,15744094;4,642764989;KR 87 A - CL 6  02;22/04/2023;2023;Abril;22;sábado;19;30;KENNEDY;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;SI;;;SI;;;;;
10590265;A001569312;-74,07863764;4,599208486;CL 10 S- KR 10 A 02;23/04/2023;2023;Abril;23;domingo;14;57;ANTONIO NARIÑO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;SI;;;;;;;;;;;
10590409;A001569462;-74,11554483;4,578102994;CL 33 S- KR 20  02;25/04/2023;2023;Abril;25;martes;18;15;RAFAEL URIBE URIBE;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10590419;A001570022;-74,13414175;4,541033994;AC 71 B S- KR 15 C 02;26/04/2023;2023;Abril;26;miércoles;6;30;CIUDAD BOLIVAR;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10590428;A001569709;-74,11170391;4,666515145;CL 26 - KR 72  02;27/04/2023;2023;Abril;27;jueves;6;20;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;SI;;;;;;;;;;;
10590442;A001569108;-74,07247929;4,677197642;CL 80 - KR 55 B 02;27/04/2023;2023;Abril;27;jueves;6;20;BARRIOS UNIDOS;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10590443;A001568657;-74,09792808;4,606437788;AK 30 - CL 6  02;27/04/2023;2023;Abril;27;jueves;7;25;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10594408;A001573012;-74,07588146;4,607238358;CL 18 - KR 13  02;04/08/2023;2023;Agosto;4;viernes;19;25;SANTA FE;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10594409;A001573751;-74,16274689;4,619057067;KR 79 - CL 42 C S 02;04/08/2023;2023;Agosto;4;viernes;14;0;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10594410;A001573374;-74,10686442;4,627660524;CL 20 - KR 50  02;04/08/2023;2023;Agosto;4;viernes;23;30;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;;;;;;;;;;;;;;;;;
10594411;A001573903;-74,14065031;4,614223109;AV AVENIDA BOYACA - CL 37 S 02;05/08/2023;2023;Agosto;5;sábado;5;40;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10592673;A001572363;-74,13312065;4,690695834;CL 26 - KR 106  02;22/06/2023;2023;Junio;22;jueves;1;5;FONTIBON;Choque;Objeto Fijo;Muro;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10592678;A001568557;-74,08608416;4,56941658;TV 5 E- CL 22 S 02;22/06/2023;2023;Junio;22;jueves;3;16;SAN CRISTOBAL;Choque;Vehículo;;Con Heridos;Con Heridos;;;SI;;;SI;;;;SI;;;;;;;;;;;
10592689;A001572490;-74,19446091;4,604388731;CL 71 S- KR 79  02;25/06/2023;2023;Junio;25;domingo;0;54;BOSA;Choque;Vehículo;;Con Muertos;Con Muertos;;;;;SI;SI;SI;;;;;;;;;;;;;;
10592691;A001572469;-74,14493111;4,595379227;CL 45 A S- KR 59 A 02;21/06/2023;2023;Junio;21;miércoles;10;57;KENNEDY;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;SI;;SI;;;;;;;;;;;
10592704;A001571355;-74,08485874;4,737954401;CL 145 - KR 91  02;21/06/2023;2023;Junio;21;miércoles;11;13;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10592968;A001572647;-74,10105447;4,626292518;CL 20 - KR 44  02;26/06/2023;2023;Junio;26;lunes;16;10;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;SI;;;SI;;;;;
10592969;A001572787;-74,15876716;4,626751309;KR 80 - CL 38 C S 02;29/06/2023;2023;Junio;29;jueves;8;5;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;;;;SI;;;;;;;;;;;;;
10592974;A001572648;-74,08530829;4,597617708;CL 6 - KR 15  02;27/06/2023;2023;Junio;27;martes;16;20;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10592981;A001571768;-74,12504254;4,582338045;KR 26 - CL 42 S 02;27/06/2023;2023;Junio;27;martes;15;57;RAFAEL URIBE URIBE;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10592987;A001572385;-74,11498953;4,51476388;KR 12 - CL 75 S 02;27/06/2023;2023;Junio;27;martes;6;25;USME;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;;;;;;;;;;;;
10593022;A001572530;-74,07829968;4,652017593;CL 63 - KR 30  02;29/06/2023;2023;Junio;29;jueves;22;34;BARRIOS UNIDOS;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10593023;A001572784;-74,11693896;4,628242685;AC 9 - KR 62  02;28/06/2023;2023;Junio;28;miércoles;17;50;PUENTE ARANDA;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;SI;;;;;;;;;;;;;;;
10593076;A001572765;-74,10634568;4,649529164;KR 68 - CL 24  02;28/06/2023;2023;Junio;28;miércoles;15;34;FONTIBON;Choque;Vehículo;;Solo Daños;Solo Daños;;;SI;;;;;;;;;;;;;;;;;;
10593079;A001571890;-74,07919668;4,625926882;TV 29 - CL 37  02;29/06/2023;2023;Junio;29;jueves;15;28;TEUSAQUILLO;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;;;;;;;;;;;
10593225;A001572636;-74,09467059;4,575697949;CL 22 S- KR 10  02;06/07/2023;2023;Julio;6;jueves;21;26;SAN CRISTOBAL;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;SI;;;;;;;;;;;;;
10593226;A001572010;-74,12864117;4,593370963;AU SUR - CL 44 S 02;04/07/2023;2023;Julio;4;martes;8;28;TUNJUELITO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10593229;A001573005;-74,13749788;4,555228803;AV AVENIDA BOYACA - CL 64 S 02;06/07/2023;2023;Julio;6;jueves;6;57;CIUDAD BOLIVAR;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;;SI;;;;;;;;;;;;;;;
10593230;A001573114;-74,18698982;4,631953544;KR 89 B - CL 54 D BIS S 02;09/07/2023;2023;Julio;9;domingo;0;9;BOSA;Choque;Objeto Fijo;Muro;Con Muertos;Con Muertos;;;;;SI;SI;;;;;;SI;;;;;;;;;
10593233;A001572552;-74,08345301;4,680254566;AK 68 - CL 75 A 02;06/07/2023;2023;Julio;6;jueves;20;50;BARRIOS UNIDOS;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10593237;A001572929;-74,05556888;4,71842201;CL 132 - KR 49  02;05/07/2023;2023;Julio;5;miércoles;8;40;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10593243;A001572953;-74,12664473;4,670384183;AV AVENIDA CIUDAD DE CALI - CL 23 C 02;06/07/2023;2023;Julio;6;jueves;22;42;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10593250;A001572944;-74,10523275;4,620070812;KR 43 - CL 9  02;04/07/2023;2023;Julio;4;martes;15;0;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10593251;A001573075;-74,12715338;4,599960564;CL 37 S- KR 51 A 02;06/07/2023;2023;Julio;6;jueves;7;40;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10593253;A001572950;-74,15369537;4,596443344;AU SUR - CL 63 S 02;05/07/2023;2023;Julio;5;miércoles;0;53;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10593262;A001572656;-74,191094;4,621201544;CL 63 S- KR 87 A 02;05/07/2023;2023;Julio;5;miércoles;15;51;BOSA;Choque;Objeto Fijo;Poste;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10593287;A001572963;-74,18503282;4,623037636;CL 57 S- KR 87  02;07/07/2023;2023;Julio;7;viernes;19;43;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10593325;A001572724;-74,15468363;4,64590891;CL 6 D - KR 87 B 02;09/07/2023;2023;Julio;9;domingo;8;34;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10593327;A001572725;-74,13709907;4,643845045;CL 11 A - KR 73 B 02;09/07/2023;2023;Julio;9;domingo;17;26;KENNEDY;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;;;;;;;;;;;
10593328;A001572699;-74,12554289;4,579412535;CL 44 S- KR 24  02;08/07/2023;2023;Julio;8;sábado;18;11;RAFAEL URIBE URIBE;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10593331;A001573165;-74,10131691;4,499500418;CL 90 S- KR 7 E 02;09/07/2023;2023;Julio;9;domingo;22;30;USME;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;SI;;;SI;;;;;
10593334;A001572288;-74,09668685;4,562028481;CL 32 BIS S- KR 3 B 02;09/07/2023;2023;Julio;9;domingo;11;16;SAN CRISTOBAL;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10593693;A001573382;-74,13647679;4,59492541;AC 45 A S- KR 52 C 02;17/07/2023;2023;Julio;17;lunes;0;45;PUENTE ARANDA;Volcamiento;;;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10593694;A001573331;-74,0784016;4,611587018;KR 17 - CL 20  02;18/07/2023;2023;Julio;18;martes;8;40;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10593703;A001573333;-74,15096054;4,557818701;DG 69 A S- KR 18 Z 02;17/07/2023;2023;Julio;17;lunes;7;25;CIUDAD BOLIVAR;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;SI;SI;;;;;SI;;SI;;SI;;;;;;
10593707;A001573381;-74,14524766;4,595174961;AK 60 - AC 45 A S 02;16/07/2023;2023;Julio;16;domingo;19;15;TUNJUELITO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10593710;A001573433;-74,12662062;4,670402233;AV AVENIDA CIUDAD DE CALI - CL 23 C 02;18/07/2023;2023;Julio;18;martes;10;43;FONTIBON;Volcamiento;;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10593718;A001573132;-74,1152701;4,7130841;CL 80 - KR 104  02;16/07/2023;2023;Julio;16;domingo;12;15;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10593726;A001573412;-74,07079084;4,762175931;KR 86 - CL 170  02;17/07/2023;2023;Julio;17;lunes;10;54;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;SI;;;SI;;SI;;SI;SI;;;;;
10593731;A001573455;-74,10928992;4,60062013;CL 8 S- KR 32 D 02;17/07/2023;2023;Julio;17;lunes;17;27;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;SI;;;SI;;;;;
10593732;A001572893;-74,11933211;4,709752051;CL 75 C - KR 105 D 02;18/07/2023;2023;Julio;18;martes;20;30;ENGATIVA;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;SI;;;;;;;;;;;;;
10593740;A001573449;-74,05376122;4,705319085;AU NORTE - CL 125  02;20/07/2023;2023;Julio;20;jueves;18;45;USAQUEN;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;SI;;SI;SI;;;;;SI;;
10599191;A001605411;-74,15349273;4,681052496;KR 113 - CL 17  02;04/12/2023;2023;Diciembre;4;lunes;21;20;FONTIBON;Choque;Vehículo;;Solo Daños;Solo Daños;;;SI;;;;;;;SI;;;;;;;;;;;
10599193;A001574810;-74,11551165;4,682910166;AK 86 - CL 55 A 02;02/12/2023;2023;Diciembre;2;sábado;15;50;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;;SI;;;;;;;;;;;;;;;
10599198;A001605761;-74,05639944;4,718481175;KR 50 - CL 132  02;06/12/2023;2023;Diciembre;6;miércoles;7;30;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10599202;A001605699;-74,11076831;4,68808362;KR 86 - CL 65  02;04/12/2023;2023;Diciembre;4;lunes;16;1;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10599211;A001605868;-74,0659776;4,674498105;KR 30 - CL 85 A 02;06/12/2023;2023;Diciembre;6;miércoles;5;59;BARRIOS UNIDOS;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;;SI;;;;;;;;;;;;;;;
10599214;A001605337;-74,15366641;4,596409175;AU SUR - KR 63  02;08/12/2023;2023;Diciembre;8;viernes;20;30;CIUDAD BOLIVAR;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;SI;;;SI;;;;;;;;;;
10599298;A001605693;-74,19590284;4,620839301;CL 70 S- KR 87 C 02;06/12/2023;2023;Diciembre;6;miércoles;5;0;BOSA;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;SI;;;;;;;;;;
10599305;A001605195;-74,09931211;4,738963149;KR 104 - CL 135 A 02;07/12/2023;2023;Diciembre;7;jueves;5;47;SUBA;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10599307;A001605874;-74,14154617;4,667001689;CL 17 - KR 96 B 02;08/12/2023;2023;Diciembre;8;viernes;16;30;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10599308;A001605296;-74,03252853;4,712844145;KR 9 - CL 134  02;08/12/2023;2023;Diciembre;8;viernes;4;3;USAQUEN;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10599309;A001604899;-74,04087734;4,687733938;KR 11 - CL 106  02;05/12/2023;2023;Diciembre;5;martes;19;30;USAQUEN;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;SI;;;;;;;;;;;
10599324;A001605651;-74,12973908;4,655402075;CL 18 A - KR 78  02;06/12/2023;2023;Diciembre;6;miércoles;21;29;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10599461;A001605857;-74,12291152;4,61721744;TV 57 - CL 2  02;13/12/2023;2023;Diciembre;13;miércoles;19;10;PUENTE ARANDA;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10599471;A001605557;-74,18878066;4,631250491;KR 89 B - CL 56 F S 02;14/12/2023;2023;Diciembre;14;jueves;18;30;BOSA;Otro;;;Con Heridos;Con Heridos;;;;;SI;;;;;;SI;;SI;;;SI;;;;;
10599472;A001605867;-74,11290169;4,596769589;AV AVENIDA PRIMERO DE MAYO - KR 34  02;06/12/2023;2023;Diciembre;6;miércoles;5;20;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10599474;A001606005;-74,10869013;4,627265763;AV AVENIDA DE LAS AMERICAS - KR 52  02;13/12/2023;2023;Diciembre;13;miércoles;7;0;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;;;;;;;;;;;;
10599489;A001605743;-74,09838205;4,583482128;AK 14 - CL 17 S 15;06/12/2023;2023;Diciembre;6;miércoles;17;35;ANTONIO NARIÑO;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;;SI;;;;;;;;;;;;;;;
10599490;A001604562;-74,14016336;4,686416495;CL 24 - KR 107 A 02;13/12/2023;2023;Diciembre;13;miércoles;6;26;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10599491;A001605890;-74,09553019;4,612434525;CL 11 - KR 31 A 02;06/12/2023;2023;Diciembre;6;miércoles;20;0;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;;;;;;;;;
10599923;A001605310;-74,14023457;4,663676076;DG 16 - KR 90  89;21/12/2023;2023;Diciembre;21;jueves;10;0;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;;;;SI;;;;;;;;;;;;;
10599924;A001606473;-74,16778354;4,613891593;TV 78 J - CL 49 B S 02;23/12/2023;2023;Diciembre;23;sábado;20;45;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
