Categoría,ID Producto,Costo estimado,ISBN,Título,Autor,Calificaciones,Unidades Restantes,Descuento,Precio Anterior,Precio Actual
"Infantiles, Juveniles Y Didácticos",53975588,10186.755,9789585155381,Boulevard (Libro 1),Flor M. Salvador,71,100+,25%dcto.,$ 62.000,$ 46.500
"Infantiles, Juveniles Y Didácticos",54144321,12322.6875,9786287507555,Harry Potter y la piedra filosofal,J. K. Rowling,25,95,25%dcto.,$ 75.000,$ 56.250
"Infantiles, Juveniles Y Didácticos",62011810,18933.751,9786073915588,El libro de Bill,Alex Hirsch,116,88,50%dcto.,$ 172.856,$ 86.428
Lenguaje Y Lingüística,54326292,11829.78,9786287551046,Mba Personal,Josh Kaufman,14,13,25%dcto.,$ 72.000,$ 54.000
Lenguaje Y Lingüística,52990443,6953.2818,9789585564831,¿Por qué Todos Saben Inglés Menos yo?,Alejo Lopera,107,10,40%dcto.,$ 52.900,$ 31.740
Lenguaje Y Lingüística,54045160,27506.079,9788413626703,El Conde de Montecristo - Estuche,Alexandre Dumas,29,37,55%dcto.,$ 279.019,$ 125.558
Lenguaje Y Lingüística,54326295,10186.755,9789585121751,Curso de Escritura Creativa,Brandon Sanderson,8,7,25%dcto.,$ 62.000,$ 46.500
Lenguaje Y Lingüística,4142120,15866.692425,9788420641942,El Jugador,Fiódor M. Dostoyevski,5,Queda 1 unidad,,,$ 72.428
Lenguaje Y Lingüística,1639829,2628.84,9789702200277,Larousse Diccionario de Sinonimos Antonimos e Ideas Afines,Larousse Editorial,11,55,25%dcto.,$ 16.000,$ 12.000
Lenguaje Y Lingüística,2663694,15680.494102041,9788476455364,Gramática Castellana (Curso de Formacion Ministerial: Estudio Biblico),"Coto, Jorge",Calificaciones no disponibles,2,,,$ 71.578
Lenguaje Y Lingüística,2518324,18868.4991,9788433913920,LA COCINA DE LA ESCRITURA,"Cassany, Daniel",23,12,,,$ 86.130
Lenguaje Y Lingüística,52779654,7479.0498,9789587576658,Manual de Redaccion el Tiempo,Sin Autor,3,7,40%dcto.,$ 56.900,$ 34.140
Lenguaje Y Lingüística,1249022,4271.865,9789706074935,Larousse Diccionario Pocket: Español-Inglés,Varios autores,25,100+,25%dcto.,$ 26.000,$ 19.500
Lenguaje Y Lingüística,35406416,18097.995461538,9788420682884,Divina Comedia,Dante Alighieri,52,3,55%dcto.,$ 183.584,$ 82.613
Lenguaje Y Lingüística,1249773,3943.26,9789706076793,Diccionario Basico Frances-Espanol,Larousse,6,18,25%dcto.,$ 24.000,$ 18.000
Lenguaje Y Lingüística,53985544,10679.6625,9786071673084,Todas las Crónicas,Clarice Lispector,1,Queda 1 unidad,25%dcto.,$ 65.000,$ 48.750
Lenguaje Y Lingüística,1589081,5586.285,9789706077356,Gramatica Lengua Espanola: Reglas y Ejercicios,Larousse,6,17,25%dcto.,$ 34.000,$ 25.500
Lenguaje Y Lingüística,51466543,29447.29,9781108586627,English Grammar in use Book With Answers and Interactive Ebook: A Self-Study Reference and Practice Book for Intermediate Learners of English (en Inglés),"Murphy, Raymond",5,100+,50%dcto.,$ 268.839,$ 134.420
Lenguaje Y Lingüística,4253101,9124.2655,9788441427006,El Arte de Tener Razón,"Schopenhauer, Arthur",5,90,15%dcto.,$ 49.000,$ 41.650
Lenguaje Y Lingüística,46552435,12267.92,9789501712889,Botánica Oculta: Las Plantas Mágicas,Paracelso,23,3,20%dcto.,$ 70.000,$ 56.000
Lenguaje Y Lingüística,2899568,15017.683846154,9780521649971,Cer1: Hotel Casanova Level 1 (Cambridge English Readers) (en Inglés),"Leather, Sue ; Prowse, Philip",Calificaciones no disponibles,Queda 1 unidad,55%dcto.,$ 152.338,$ 68.552
Lenguaje Y Lingüística,39448527,61067.094767442,9781107620698,The Official Cambridge Guide to IELTS Student's Book with Answers with DVD-ROM [With CDROM] (en Inglés),"Cullen, Pauline ; French, Amanda ; Jakeman, Vanessa",10,100+,50%dcto.,$ 557.512,$ 278.756
Lenguaje Y Lingüística,53268375,20629.104230769,9788430623839,Etimologías para sobrevivir al caos,Andrea Marcolongo,6,30,55%dcto.,$ 209.259,$ 94.167
Lenguaje Y Lingüística,48175043,16414.569346154,9788467049848,La Maravillosa Historia del Español,"Instituto Cervantes,Francisco Moreno Fernández",1,20,55%dcto.,$ 166.508,$ 74.928
Lenguaje Y Lingüística,55529177,20651.351627907,9781510467972,Cambridge Primary World English: Workbook Stage 4: Hodder Education Group (en Inglés),"Basak, Rena ; Kirsch, Rachel",Calificaciones no disponibles,Queda 1 unidad,50%dcto.,$ 188.537,$ 94.268
Lenguaje Y Lingüística,57343221,35095.457,9788419055774,Diccionario de Profecía Y Escatología,"Gálvez, Rigoberto M.",Calificaciones no disponibles,16,50%dcto.,$ 320.404,$ 160.202
Lenguaje Y Lingüística,53207906,18135.8742525,9788486702922,Cuéntalo Bien,Ana Sanz-Magallón,Calificaciones no disponibles,100,15%dcto.,$ 97.395,$ 82.786
Lenguaje Y Lingüística,53599196,21450.588636364,9788483932971,Escribir Novela. Manual Para Novelistas,Escuela De Escritores,3,4,50%dcto.,$ 195.833,$ 97.917
Lenguaje Y Lingüística,50617471,12158.385,9788439735038,¿Por qué escribir?,Philip Roth,1,3,25%dcto.,$ 74.000,$ 55.500
Lenguaje Y Lingüística,1239639,23276.1875,9789506413521,Ontología del lenguaje,"Echeverría, Rafael",18,22,15%dcto.,$ 125.000,$ 106.250
Lenguaje Y Lingüística,1890022,6565.5279,9789702202158,Larousse Diccionario Pocket Español-Frances Francais-Espagno,Varios Autores,10,Queda 1 unidad,,,$ 29.970
Lenguaje Y Lingüística,1250991,3943.26,9789702201830,Verbos Portugueses - Larousse - Libro Físico,Varios Autores,1,13,25%dcto.,$ 24.000,$ 18.000
Lenguaje Y Lingüística,1760972,15477.41,9780071463386,Easy Spanish Step-By-Step: Master High-Frequency Grammar for Spanish Proficiency-Fast! (Ntc Foreign Language) (en Inglés),"Bregstein, Barbara",2,100+,50%dcto.,$ 141.301,$ 70.651
Lenguaje Y Lingüística,51339864,29447.29,9781108457651,English Grammar in use Book With Answers: A Self-Study Reference and Practice Book for Intermediate Learners of English (en Inglés),"Murphy, Raymond",15,81,50%dcto.,$ 268.839,$ 134.420
Lenguaje Y Lingüística,50199385,29411.161,9781462765515,Diccionario Bíblico Ilustrado Holman,B&h Español Editorial,11,17,50%dcto.,$ 268.509,$ 134.255
Lenguaje Y Lingüística,46530584,29447.29,9781107480551,Essential Grammar in Use with Answers: A Self-Study Reference and Practice Book for Elementary Learners of English (en Inglés),"Murphy, Raymond",9,7,50%dcto.,$ 268.839,$ 134.420
Lenguaje Y Lingüística,51484176,9693.8475,9789580100720,El arte de hablar en público,Dale Carnegie,10,23,25%dcto.,$ 59.000,$ 44.250
Lenguaje Y Lingüística,4079048,4753.819,9788449442001,Pocket Collins English Dictionary Rust. (en Inglés),Varios Autores,4,20,30%dcto.,$ 31.000,$ 21.700
Lenguaje Y Lingüística,4058041,25333.146,9788467034264,Ortografia de la Lengua Española,Real Academia Española,11,30,55%dcto.,$ 256.977,$ 115.640
Lenguaje Y Lingüística,3970406,14044.293,9789567079001,Ingles Basico: A-Ghiod,"Ghiod, Augusto",5,34,50%dcto.,$ 128.217,$ 64.109
Lenguaje Y Lingüística,52802898,14814.717576923,9788432906039,Portugues Esencial Para Dummies,Karen Keller,1,30,55%dcto.,$ 150.279,$ 67.625
Lenguaje Y Lingüística,50816484,14911.389,9781473683556,"Short Stories in English for Beginners: Read for Pleasure at Your Level, Expand Your Vocabulary and Learn English the fun Way! (Foreign Language Graded Reader Series) (en Inglés)","Richards, Olly",4,35,50%dcto.,$ 136.134,$ 68.067
Lenguaje Y Lingüística,1091225,16386.436,9788441419469,Aprende Ingles En Siete Dias,"Campayo, Ramaon",4,61,15%dcto.,$ 88.000,$ 74.800
Lenguaje Y Lingüística,54107091,19018.157954545,9788418897436,"Atrapa el pez dorado - Lynch, david - Libro Físico","Lynch, David",3,100+,50%dcto.,$ 173.626,$ 86.813
Lenguaje Y Lingüística,51501388,4907.168,9788449453403,DICC- POCKET INGLES/ESP- TR- BICOLOR (en Inglés),OCEANO,4,11,30%dcto.,$ 32.000,$ 22.400
Lenguaje Y Lingüística,53697723,14002.8525,9788418765018,La Tabla Esmeralda,Hermes Trimegisto,4,23,55%dcto.,$ 142.043,$ 63.920
Lenguaje Y Lingüística,3062001,22564.737511905,9788476769645,Gramatica Griega,Jaime. Berenguer Amenos,1,99,50%dcto.,$ 206.005,$ 103.002
Lenguaje Y Lingüística,47855512,43050.907384615,9788491490661,Diccionario de las Enfermedades Emocionales 2ªEd,Carlos Huamani Cueva,2,30,55%dcto.,$ 436.704,$ 196.517
Lenguaje Y Lingüística,4151226,10241.5225,9788484281047,Como Narrar una Historia: De la Imaginacion a la Escritura: Todos los Pasos Para Convertir una Idea en una Novela o un Relato,Silvia Adela Kohan,1,6,15%dcto.,$ 55.000,$ 46.750
Lenguaje Y Lingüística,46529525,16533.87011,9788490626207,Cartas a Un Joven Novelista / Letters to a Young Novelist,Mario Vargas Llosa,1,3,55%dcto.,$ 167.719,$ 75.473
Lenguaje Y Lingüística,53178046,8360.80655,9788417782733,Meditaciones,Marco Aurelio,11,47,15%dcto.,$ 44.900,$ 38.165
Lenguaje Y Lingüística,51623868,16259.359846154,9788467054521,Gramática Francesa: La Mejor Guía Para Estudiantes de Francés de Todos los Niveles (Espasa Idiomas),Espasa Calpe,2,30,55%dcto.,$ 164.933,$ 74.220
Lenguaje Y Lingüística,52081042,24748.125576923,9788467057300,Gramática y Ortografía Básicas de la Lengua Española,Real Academia Española,11,35,55%dcto.,$ 251.042,$ 112.969
Matemáticas Y Ciencias,54362816,9693.8475,9789585132641,El Poder de las Palabras,Mariano Sigman,18,25,25%dcto.,$ 59.000,$ 44.250
Matemáticas Y Ciencias,46796740,11829.78,9789588806839,De animales a dioses,Noah Harari Yuval,201,100+,25%dcto.,$ 72.000,$ 54.000
Matemáticas Y Ciencias,53996295,19533.37655,9788491396901,Influencia,"Cialdini, Robert",22,78,15%dcto.,$ 104.900,$ 89.165
Matemáticas Y Ciencias,47790254,11829.78,9789588931623,Homo Deus,Noah Harari Yuval,74,42,25%dcto.,$ 72.000,$ 54.000
Matemáticas Y Ciencias,54072616,6900.705,9789585165212,Infocracia,Byung-Chul Han,18,66,25%dcto.,$ 42.000,$ 31.500
Matemáticas Y Ciencias,35643491,12979.8975,9789584237033,El Mundo y sus Demonios,Carl Sagan,53,71,25%dcto.,$ 79.000,$ 59.250
Matemáticas Y Ciencias,55720520,12848.4555,9788492917228,FUE CULPA DE LA FÍSICA CUÁNTICA,"HARRIS, JEREMIE",1,7,15%dcto.,$ 69.000,$ 58.650
Matemáticas Y Ciencias,54281386,4912.64475,9786280005003,Manos que Curan,Barbara Ann Brennan,10,43,25%dcto.,$ 29.900,$ 22.425
Matemáticas Y Ciencias,54392175,13568.75766,9789585132702,La Mente Bien Ajardinada,Sue Stuart-Smith,21,2,,,$ 61.938
Matemáticas Y Ciencias,51886572,15455.3885,9786075502090,Algebra 4th Edition - Baldor,"Baldor, Aurelio Dr",121,83,15%dcto.,$ 83.000,$ 70.550
Matemáticas Y Ciencias,54297962,18248.531,9788499889931,Neurociencia del Cuerpo: Cómo El Organismo Esculpe El Cerebro,"Castellanos, Nazareth",57,60,30%dcto.,$ 119.000,$ 83.300
Matemáticas Y Ciencias,53947673,11336.8725,9789584299673,Dopamina,Michael E. Long,47,100+,25%dcto.,$ 69.000,$ 51.750
Matemáticas Y Ciencias,54223200,9036.6375,9789585132580,La Ecuación de Dios,Michio Kaku,19,25,25%dcto.,$ 55.000,$ 41.250
Matemáticas Y Ciencias,46795679,6407.7975,9789584245182,Historia del tiempo,Stephen Hawking,36,100+,25%dcto.,$ 39.000,$ 29.250
Matemáticas Y Ciencias,52764948,4469.028,9789587231373,El Hombre que Calculaba,Malba Tahan,29,15,15%dcto.,$ 24.000,$ 20.400
Matemáticas Y Ciencias,54063748,37204.6581,9789584910325,Guia de Campo de las Aves de Colombia,Varios Autores,7,72,15%dcto.,$ 199.800,$ 169.830
Matemáticas Y Ciencias,30943845,7065.0075,9789588773988,La teoría del todo,Stephen Hawking,32,20,25%dcto.,$ 43.000,$ 32.250
Matemáticas Y Ciencias,48256545,17689.9025,9788469620434,El gen Egoista Extendido,Richard Dawkins,48,27,15%dcto.,$ 95.000,$ 80.750
Matemáticas Y Ciencias,51813037,14881.86324,9789585446687,Orígenes,Lewis Dartnell,33,Queda 1 unidad,,,$ 67.932
Matemáticas Y Ciencias,2393532,14530.9131,9788433973382,El hombre que confundió a su mujer con un sombrero,Oliver Sacks,27,45,,,$ 66.330
Matemáticas Y Ciencias,2837596,33654.763038462,9788408053040,Cosmos,Carl Sagan,116,99,55%dcto.,$ 341.390,$ 153.626
Matemáticas Y Ciencias,52796400,12362.1201,9788433960740,El Orden del Tiempo,Carlo Rovelli,24,16,,,$ 56.430
Matemáticas Y Ciencias,48052643,14728.1286768,9789589219102,La invención de la naturaleza,Andrea Wulf,22,10,15%dcto.,$ 79.094,$ 67.230
Matemáticas Y Ciencias,17586590,4556.656,9789586487788,Matemáticas. Conceptos previos al cálculo,"Lucio Rojas Cortés, Luis Enrique Rojas Cárdenas, Francisco Soler Fajardo",3,100+,20%dcto.,$ 26.000,$ 20.800
Matemáticas Y Ciencias,53986074,14568.155,9786075575247,El Bosón de Higgs no te va a Hacer la Cama. La Física Como Nunca te la han Contado,"Santaolalla, Javier",12,22,30%dcto.,$ 95.000,$ 66.500
Matemáticas Y Ciencias,54899369,8050.8225,9786287583191,El laboratorio de Faber,Faber Burgos,18,100+,25%dcto.,$ 49.000,$ 36.750
Matemáticas Y Ciencias,55943510,18434.7405,9788419951182,Sapiens. Una Historia Gráfica 3: Los Amos de la Historia / Sapiens. a Graphic Hi Story 3: The Masters of History,Noah Harari Yuval,2,100+,15%dcto.,$ 99.000,$ 84.150
Matemáticas Y Ciencias,52643735,15455.3885,9786075502076,Aritmetica,"Baldor, Aurelio Dr",37,2,15%dcto.,$ 83.000,$ 70.550
Matemáticas Y Ciencias,54793095,21393.212538462,9788411322997,Una Breve Historia de Casi Todo,Bill Bryson,2,12,55%dcto.,$ 217.010,$ 97.655
Matemáticas Y Ciencias,49016894,27188.55863,9788417127077,La Ciencia de la Pasteleria,"Bressanini, Dario",30,3,50%dcto.,$ 248.219,$ 124.109
Matemáticas Y Ciencias,54634608,22002.07638,9788408271758,Sorprende a tu Mente,Ana Ibañez,4,7,55%dcto.,$ 223.187,$ 100.434
Matemáticas Y Ciencias,54196045,35178.680690476,9786075700281,Cálculo. Trascendentes Tempranas,"James Stewart, Daniel K. Clegg, Saleem Watson",19,100+,50%dcto.,$ 321.164,$ 160.582
Matemáticas Y Ciencias,54387761,10679.6625,9789585132634,Como Cambiar tu Mente,Michael Pollan,4,7,25%dcto.,$ 65.000,$ 48.750
Matemáticas Y Ciencias,55586326,22694.5845,9788419399649,La ola que Viene,"Suleyman, Mustafa ; Bhaskar, Michael",1,24,55%dcto.,$ 230.211,$ 103.595
Matemáticas Y Ciencias,49506109,3614.655,9789587371314,Hechos Científicos en la Biblia Bolsillo,Ray Comfort,11,36,25%dcto.,$ 22.000,$ 16.500
Matemáticas Y Ciencias,8845010,17704.002115385,9788420608532,Homo Ludens,Johan Huizinga,5,30,55%dcto.,$ 179.587,$ 80.814
Matemáticas Y Ciencias,54394234,16868.39,9786075576640,¿Qué hace un bosón como tú en un big bang como éste?,"Santaolalla, Javier",6,21,30%dcto.,$ 110.000,$ 77.000
Matemáticas Y Ciencias,41385038,1752.56,9789587710533,Álgebra Desde una Perspectiva Didáctica,"Rubby Castro Puche, Robinson de Jesús Castro Puche",1,100+,20%dcto.,$ 10.000,$ 8.000
Matemáticas Y Ciencias,53109827,4764.7725,9789584292230,La Biología del Presente,Sergi Torres Baldó; David del Rosario,8,18,25%dcto.,$ 29.000,$ 21.750
Matemáticas Y Ciencias,49991637,12476.0365,9786075274881,El Hombre Más Inteligente de la Historia,"Cury, Augusto",6,8,15%dcto.,$ 67.000,$ 56.950
Matemáticas Y Ciencias,52010574,23530.327961538,9788412064520,Por qué Dormimos,Matthew Walker,10,29,55%dcto.,$ 238.689,$ 107.410
Matemáticas Y Ciencias,53671439,17580.3675,9788499928487,Aromas del mundo,Harold McGee,7,3,25%dcto.,$ 107.000,$ 80.250
Matemáticas Y Ciencias,50035703,8050.8225,9788423353699,En Busca de Spinoza: Neurobiología de la Emoción y los Sentimientos (Booket Ciencia),Antonio Damasio,7,9,25%dcto.,$ 49.000,$ 36.750
Matemáticas Y Ciencias,33596156,8535.18627,9786071614223,La Estructura de las Revoluciones Cientificas,Thomas S. Kuhn,25,Queda 1 unidad,,,$ 38.961
Matemáticas Y Ciencias,51505128,6407.7975,9786077476627,Juega Dios a los Dados,Ian Stewart,4,7,25%dcto.,$ 39.000,$ 29.250
Matemáticas Y Ciencias,56125903,16572.6455,9788410025394,El Infinito Placer de las Matemáticas / the Infinite Pleasure of Mathematics,Maccarrone Alessandro,2,65,15%dcto.,$ 89.000,$ 75.650
Matemáticas Y Ciencias,54051486,16259.359846154,9788423361458,El Error de Descartes,Antonio Damasio,3,26,55%dcto.,$ 164.933,$ 74.220
Matemáticas Y Ciencias,54273334,28771.633384615,9788434435728,El Amanecer de Todo,David Graeber; David Wengrow,19,Queda 1 unidad,55%dcto.,$ 291.856,$ 131.335
Matemáticas Y Ciencias,50668524,13779.503,9788425432750,La Agonía del Eros,Byung-Chul Han,18,2,15%dcto.,$ 74.000,$ 62.900
Matemáticas Y Ciencias,56570555,24210.861923077,9788413443379,El Poder de la Vibracion,Carolina Buffoni,3,12,55%dcto.,$ 245.592,$ 110.517
"Medicina, Enfermería, Veterinaria",49026748,16939.893807692,9788484456810,Este dolor no es mío,Mark Wolynn,224,9,55%dcto.,$ 171.836,$ 77.326
"Medicina, Enfermería, Veterinaria",47056974,11358.7795,9788425432026,El Hombre En Busca de Sentido,"Frankl, Viktor",274,67,15%dcto.,$ 61.000,$ 51.850
"Medicina, Enfermería, Veterinaria",51462968,9693.8475,9789584276971,El Milagro Metabólico  Aliméntese Bien Controle su Peso y Convierta su Cuerpo en su Mejor Aliado Incluye Test y Recetario,Dr. Carlos Jaramillo,568,100+,25%dcto.,$ 59.000,$ 44.250
"Medicina, Enfermería, Veterinaria",48946752,9693.8475,9789585433564,Pensar Rápido Pensar Despacio,Daniel Kahneman,69,100+,25%dcto.,$ 59.000,$ 44.250
"Medicina, Enfermería, Veterinaria",55573793,10679.6625,9786287665101,Comer Para Sanar,Doctor Bayter,65,100+,25%dcto.,$ 65.000,$ 48.750
"Medicina, Enfermería, Veterinaria",50602408,8543.73,9789585647299,"Muchas vidas, muchos maestros",Brian Weiss,59,100+,25%dcto.,$ 52.000,$ 39.000
"Medicina, Enfermería, Veterinaria",52837076,10942.5465,9789585266322,La depresión (no) existe,"Juan Carlos Rincón Escalante, Cecilia Ramos Valencia",222,2,,,$ 49.950
"Medicina, Enfermería, Veterinaria",53548894,9036.6375,9789584296115,El Hombre en Busca del Sentido Último,Viktor E. Frankl,20,31,25%dcto.,$ 55.000,$ 41.250
"Medicina, Enfermería, Veterinaria",4526211,9036.6375,9780978843779,El poder del metabolismo,Frank Suarez,176,20,25%dcto.,$ 55.000,$ 41.250
"Medicina, Enfermería, Veterinaria",51104535,12791.821,9786073173810,Transforma Las Heridas de Tu Infancia: Rechazo - Abandono - Humillación - Traici Ón - Injusticia / Transform the Wounds of Your Childhood,"Orihuela, Anamar",98,50,50%dcto.,$ 116.783,$ 58.391
"Medicina, Enfermería, Veterinaria",51435258,7974.148,9789585986268,La Maestría del Amor. Una Guía Práctica Para el Arte de las Relaciones,Dr. Miguel Ruiz; Miguel Ruiz,10,38,30%dcto.,$ 52.000,$ 36.400
"Medicina, Enfermería, Veterinaria",52778081,9693.8475,9789584287335,El milagro antiestrés,Dr. Carlos Jaramillo,201,26,25%dcto.,$ 59.000,$ 44.250
"Medicina, Enfermería, Veterinaria",50595051,10679.6625,9781732196506,Metabolismo ultrapoderoso,Frank Suarez,192,39,25%dcto.,$ 65.000,$ 48.750
"Medicina, Enfermería, Veterinaria",53290397,6690.3978,9789587579796,Emociones a la Carta,Dra. María Bernarda Vergara,14,3,40%dcto.,$ 50.900,$ 30.540
"Medicina, Enfermería, Veterinaria",52429932,28174.673769231,9788412067194,"El Cuerpo Lleva la Cuenta. Cerebro, Mente y Cuerpo en la Superación del Trauma - Bessel Van Der Kolk - Libro Físico",Bessell A. Van der Kolk,50,Queda 1 unidad,55%dcto.,$ 285.801,$ 128.610
"Medicina, Enfermería, Veterinaria",49267168,8543.73,9780988221895,El poder del metabolismo - Recetas,Frank Suarez,100,100+,25%dcto.,$ 52.000,$ 39.000
"Medicina, Enfermería, Veterinaria",53285225,10351.0575,9789585127302,Enséñales a comer para toda la vida,Héctor Mendoza,23,100+,25%dcto.,$ 63.000,$ 47.250
"Medicina, Enfermería, Veterinaria",55707251,22345.14,9788411080507,Sin Limites (Outlive),"Dr. Peter Attia, Bill Gifford",Calificaciones no disponibles,100+,15%dcto.,$ 120.000,$ 102.000
"Medicina, Enfermería, Veterinaria",54880468,18620.633,9788402428776,Abraza a la niña que fuiste,"Segrelles, Marta",7,13,50%dcto.,$ 169.997,$ 84.999
"Medicina, Enfermería, Veterinaria",47313829,12979.8975,9780988221864,Diabetes Sin Problemas,Frank Suárez; Frank Suárez,76,100+,25%dcto.,$ 79.000,$ 59.250
"Medicina, Enfermería, Veterinaria",54667626,15200.421,9786073828284,Doña Huevotes,"Orihuela, Anamar",4,50,50%dcto.,$ 138.772,$ 69.386
"Medicina, Enfermería, Veterinaria",3279435,14277.453923077,9788484452911,Empezar a Constelar,Brigitte Champetier De Ribes,12,5,55%dcto.,$ 144.829,$ 65.173
"Medicina, Enfermería, Veterinaria",26173695,13418.057,9788490321997,Los Patitos Feos. La Resiliencia: Una Infancia Infeliz No Determina La Vida / Ug Ly Ducklings,"Cyrulnik, Boris",11,15,50%dcto.,$ 122.500,$ 61.250
"Medicina, Enfermería, Veterinaria",51475613,15827.8075,9788491134572,Netter. Cuaderno de neurociencia para colorear,Frank H. Netter,26,85,15%dcto.,$ 85.000,$ 72.250
"Medicina, Enfermería, Veterinaria",54633553,19365.788,9788413823850,Netter. Cuaderno de Anatomia Para Colorear (3ª Ed. ),John T. Hansen,4,100+,15%dcto.,$ 104.000,$ 88.400
"Medicina, Enfermería, Veterinaria",62814394,40693.19047619,9786076978665,"Ecocardiografia perioperatoria, transtoracica y transesofagica",María Carolona Cabrera  Schulmeyer,Calificaciones no disponibles,52,50%dcto.,$ 371.509,$ 185.754
"Medicina, Enfermería, Veterinaria",52010574,23530.327961538,9788412064520,Por qué Dormimos,Matthew Walker,10,29,55%dcto.,$ 238.689,$ 107.410
"Medicina, Enfermería, Veterinaria",52995176,8543.73,9789585266315,Desafiando la Tierra Salvaje,Brene Brown,1,29,25%dcto.,$ 52.000,$ 39.000
"Medicina, Enfermería, Veterinaria",54986164,29234.8915,9788413823973,"Mini-Netter. Atlas de anatomía humana, 8a ed",Frank H. Netter,10,100+,15%dcto.,$ 157.000,$ 133.450
"Medicina, Enfermería, Veterinaria",55590752,19420.49947619,9786073905473,¿Qué te pasó?,"Oprah Winfrey, Bruce D. Perry",1,100+,50%dcto.,$ 177.299,$ 88.650
"Medicina, Enfermería, Veterinaria",48108171,16533.961269231,9788466338851,Alimenta tu Cerebro: El Poder de la Flora Intestinal Para Curar y Proteger tu Cerebro.   De por Vida (Clave),David Perlmutter,3,30,55%dcto.,$ 167.719,$ 75.473
"Medicina, Enfermería, Veterinaria",62034805,20629.104230769,9788419951007,Las Palabras de la Bestia Hermosa: Breve Manual de Psiquiatría con Alma,Guillermo Lahera Forteza,Calificaciones no disponibles,30,55%dcto.,$ 209.259,$ 94.167
"Medicina, Enfermería, Veterinaria",52996949,36508.23,9788436843491,Análisis Funcional de la Conducta Humana,Maria Xesus Froxan Parga,10,46,55%dcto.,$ 370.336,$ 166.651
"Medicina, Enfermería, Veterinaria",52167676,21393.212538462,9788417904524,Niños Desconectados,Robert Melillo,Calificaciones no disponibles,100,55%dcto.,$ 217.010,$ 97.655
"Medicina, Enfermería, Veterinaria",54051037,20750.3104,9788418531811,Código Mujer,"Vitti, Alisa",2,2,20%dcto.,$ 118.400,$ 94.720
"Medicina, Enfermería, Veterinaria",51651140,20224.5424,9788417399580,Neurociencia Para Vencer la Depresion,"Korb, Alex",4,3,20%dcto.,$ 115.400,$ 92.320
"Medicina, Enfermería, Veterinaria",50315155,20855.464,9781456260965,Metodologia De La Investigacion + Connect,Roberto Hernández Sampieri; Christian P. Mendoza,75,100+,15%dcto.,$ 112.000,$ 95.200
"Medicina, Enfermería, Veterinaria",53681666,14504.298576923,9788484459484,Sanar el Trauma: Un Programa Pionero Para Restaurar la Sabiduría de tu Cuerpo (Neo-Psique),Peter A. Levine,6,14,55%dcto.,$ 147.130,$ 66.209
"Medicina, Enfermería, Veterinaria",52968218,16295.177423077,9788413520414,Cerebro y Ejercicio,"Jose Luis Trejo,Coral Sanfeliu",Calificaciones no disponibles,29,55%dcto.,$ 165.297,$ 74.383
"Medicina, Enfermería, Veterinaria",50602446,9693.8475,9789585464193,El fin del Alzheimer,Dr. Dale E. Bredesen,39,7,25%dcto.,$ 59.000,$ 44.250
"Medicina, Enfermería, Veterinaria",51651199,20872.9896,9788417399092,"El Nervio Vago: Su Poder Sanador: Tecnicas Para Tratar la Depresion, la Ansiedad, los Traumas y Otros Problemas",Stanley Rosenberg,12,4,20%dcto.,$ 119.100,$ 95.280
"Medicina, Enfermería, Veterinaria",46807748,20484.703119048,9788494414619,Curacion Y Recuperacion,"Hawkins, David",4,100+,50%dcto.,$ 187.015,$ 93.508
"Medicina, Enfermería, Veterinaria",52427524,19371.428571429,9789566052012,Cómo Mejorar tu Ciclo Menstrual,Lara Briden,113,37,50%dcto.,$ 176.851,$ 88.426
"Medicina, Enfermería, Veterinaria",54474716,91627.001190476,9786072935921,Guía Psique - Cerebro - Órgano Basada en las 5 Leyes Biológicas Descubiertas por el dr. R. Gu Hamer,Luis Felipe Espinosa Del Valle,40,100+,50%dcto.,$ 836.509,$ 418.254
"Medicina, Enfermería, Veterinaria",42743866,11859.0127008,9789588789934,Cerebro de pan,David Perlmutter,34,10,15%dcto.,$ 63.686,$ 54.133
"Medicina, Enfermería, Veterinaria",53138429,27000.3775,9786078546381,La Medicina en la Historia (Incluye Versión Digital),Maria Eugenia Rodriguezperez,1,6,15%dcto.,$ 145.000,$ 123.250
"Medicina, Enfermería, Veterinaria",52035745,17994.397,9781465485342,Anatomía del Yoga,"Swanson, Ann",14,14,50%dcto.,$ 164.280,$ 82.140
"Medicina, Enfermería, Veterinaria",47335282,21046.975961538,9788494453366,Nutrición Simbiótica: Recupera e Incrementa tu Salud Regenerando la Microbiótica Intestinal con Alimentos Fermentados,"Luis Antonio Lázaro Costa,Ander Urederra Ugalde",2,16,55%dcto.,$ 213.498,$ 96.074
"Medicina, Enfermería, Veterinaria",62723224,20171.702047619,9786076995914,Medicina estética del alma. Un método de 90 días que transformará tu concepto de belleza,Dra. Sandy Dueñas,Calificaciones no disponibles,46,50%dcto.,$ 184.158,$ 92.079
"Medicina, Enfermería, Veterinaria",48480597,20464.42405,9780143127741,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma (en Inglés)","Van Der Kolk, Bessel",Calificaciones no disponibles,4,15%dcto.,$ 109.900,$ 93.415
"Novela Gráfica, Libros De Cómics, Dibujos Animados",53109960,12322.6875,9789585245518,Persépolis,Marjane Satrapi,18,100+,25%dcto.,$ 75.000,$ 56.250
